"('LOIN', False, False, False, False)",LEFT,-21.999983939435992
"('LOIN', False, False, False, False)",UP,-21.999985017779313
"('LOIN', False, False, False, False)",DOWN,-21.999986688964018
"('LOIN', False, False, False, False)",RIGHT,-21.999987866734926
"('MOYEN', False, False, False, False)",DOWN,-21.240072861063574
"('MOYEN', False, False, False, False)",UP,-21.228176871345184
"('MOYEN', False, False, False, False)",RIGHT,-20.92449610303245
"('MOYEN', False, False, False, False)",LEFT,-21.096585527832076
"('PROCHE', False, False, False, False)",RIGHT,-16.39714665080603
"('PROCHE', False, False, False, False)",DOWN,-19.765974257054484
"('PROCHE', False, False, False, False)",LEFT,-18.90813726754696
"('LOIN', False, False, False, 'OBSTACLE')",RIGHT,-21.838778105125616
"('LOIN', False, False, False, 'OBSTACLE')",DOWN,-21.789570000741975
"('LOIN', 'OBSTACLE', False, False, False)",DOWN,-21.744601117752747
"('LOIN', 'OBSTACLE', False, False, False)",UP,-21.76862164044954
"('LOIN', 'OBSTACLE', False, False, False)",RIGHT,-21.447667285384515
"('LOIN', False, False, 'OBSTACLE', False)",LEFT,-21.499731752167495
"('LOIN', False, False, 'OBSTACLE', False)",DOWN,-21.828392749345984
"('LOIN', 'OBSTACLE', False, False, False)",LEFT,-21.82681146399348
"('LOIN', False, False, False, 'OBSTACLE')",LEFT,-21.908069752297738
"('LOIN', False, False, False, 'OBSTACLE')",UP,-21.30285296716325
"('LOIN', False, 'OBSTACLE', False, False)",UP,-20.689308656094806
"('LOIN', False, 'OBSTACLE', False, False)",LEFT,-21.757321318661674
"('LOIN', False, 'OBSTACLE', False, False)",RIGHT,-21.480631432693933
"('LOIN', False, False, 'OBSTACLE', False)",UP,-21.23565171410557
"('LOIN', False, 'OBSTACLE', False, False)",DOWN,-21.409745669382602
"('LOIN', False, False, 'OBSTACLE', False)",RIGHT,-21.407102287404545
"('PROCHE', False, False, False, False)",UP,-15.636662694706772
"('MOYEN', False, False, False, 'OBSTACLE')",LEFT,-4.399999999999999
"('MOYEN', 'OBSTACLE', False, False, False)",DOWN,-7.560413416130613
"('MOYEN', 'OBSTACLE', False, False, False)",LEFT,-2.2
"('MOYEN', False, False, False, 'OBSTACLE')",DOWN,-2.2
"('MOYEN', 'OBSTACLE', False, False, False)",RIGHT,-2.2
"('MOYEN', False, False, 'OBSTACLE', False)",UP,-2.2
"('MOYEN', False, 'OBSTACLE', False, False)",RIGHT,-2.2
"('MOYEN', False, False, 'OBSTACLE', False)",DOWN,-3.9600000000000004
"('PROCHE', 'OBSTACLE', False, False, False)",DOWN,-2.2
"('PROCHE', 'OBSTACLE', False, False, False)",UP,4.0
"('PROCHE', False, False, False, 'OBSTACLE')",LEFT,-2.2
"('PROCHE', False, False, False, 'OBSTACLE')",DOWN,4.4
"('MOYEN', False, False, 'OBSTACLE', False)",LEFT,-2.2
"('MOYEN', 'OBSTACLE', False, False, False)",UP,-2.2
"('MOYEN', False, 'OBSTACLE', False, False)",LEFT,-4.390978498312996
"('LOIN', True, False, False, True, False, False, False, False)",UP,-53.09221275057482
"('LOIN', True, False, False, True, False, False, False, False)",LEFT,-53.16861994179658
"('LOIN', True, False, False, True, False, False, False, False)",RIGHT,-53.30404058608236
"('LOIN', True, False, False, True, False, False, False, False)",DOWN,-53.28701301193195
"('LOIN', False, True, False, True, False, False, False, False)",RIGHT,-48.81116687837663
"('LOIN', False, True, False, True, False, False, False, False)",UP,-44.56850024848831
"('LOIN', False, True, False, True, False, False, False, False)",DOWN,-40.07002694965041
"('LOIN', False, True, False, True, False, False, False, False)",LEFT,-47.33744650363962
"('LOIN', False, True, False, False, False, False, False, False)",DOWN,-31.426042260949316
"('LOIN', False, True, True, False, False, False, False, False)",DOWN,-53.796427231038365
"('LOIN', False, True, True, False, False, False, False, False)",UP,-53.88511718264581
"('LOIN', False, True, True, False, False, False, False, False)",LEFT,-53.823599065394596
"('LOIN', False, True, True, False, False, False, False, False)",RIGHT,-53.87313983287221
"('LOIN', False, True, False, False, False, False, False, False)",UP,-30.51729022851023
"('LOIN', False, False, False, True, False, False, False, False)",UP,-23.039818486038303
"('LOIN', False, False, False, True, False, False, False, False)",LEFT,-25.456927439161344
"('LOIN', False, False, False, True, False, False, False, False)",RIGHT,-34.715030321532865
"('MOYEN', True, False, False, True, False, False, False, False)",RIGHT,-4.181823303680001
"('MOYEN', True, False, False, True, False, False, False, False)",DOWN,-11.821404278849117
"('MOYEN', True, False, False, False, False, False, False, False)",LEFT,-2.2
"('MOYEN', True, False, False, False, False, False, False, False)",UP,-4.5936
"('MOYEN', True, False, False, True, False, False, False, False)",UP,-4.443087499833377
"('LOIN', False, False, False, True, False, False, False, False)",DOWN,-21.928896152407717
"('MOYEN', False, False, False, True, False, False, False, False)",RIGHT,-4.839441665603928
"('MOYEN', True, False, False, True, False, False, False, False)",LEFT,-7.00128
"('MOYEN', False, False, False, True, False, False, False, False)",DOWN,-5.720000000000001
"('PROCHE', False, False, False, True, False, False, False, False)",LEFT,-2.2
"('MOYEN', False, True, False, True, False, False, False, False)",UP,-19.751580326081495
"('MOYEN', False, True, False, True, False, False, False, False)",DOWN,-14.32965500386168
"('MOYEN', False, True, False, True, False, False, False, False)",RIGHT,-14.589774402521208
"('MOYEN', False, False, False, True, False, False, False, False)",UP,-7.493990666496628
"('PROCHE', False, False, False, True, False, False, False, False)",RIGHT,-2.8336000000000006
"('PROCHE', True, False, False, True, False, False, False, False)",UP,-2.2
"('PROCHE', True, False, False, False, False, False, False, False)",RIGHT,-3.9600000000000004
"('MOYEN', True, False, False, False, False, False, False, False)",RIGHT,-3.9600000000000004
"('MOYEN', True, False, False, False, False, False, False, False)",DOWN,-2.2
"('MOYEN', True, False, True, False, False, False, False, False)",UP,-6.001600000000001
"('LOIN', True, False, True, False, False, False, False, False)",LEFT,-54.514573231298314
"('MOYEN', True, False, True, False, False, False, False, False)",DOWN,-15.186897752877718
"('LOIN', True, False, True, False, False, False, False, False)",DOWN,-54.506385723857385
"('LOIN', True, False, True, False, False, False, False, False)",RIGHT,-54.52588027826022
"('LOIN', True, False, True, False, False, False, False, False)",UP,-54.518180999471625
"('LOIN', True, False, False, False, False, False, False, False)",DOWN,-10.021984990451411
"('MOYEN', False, False, False, True, False, False, False, False)",LEFT,-17.600157514005563
"('LOIN', True, False, False, False, False, False, False, False)",UP,-19.576376641496918
"('LOIN', False, True, False, False, False, False, False, False)",RIGHT,-26.378386786833506
"('LOIN', False, True, False, False, False, False, False, False)",LEFT,-26.789781174819176
"('LOIN', False, False, True, False, False, False, False, False)",DOWN,-2.2
"('LOIN', False, False, True, False, False, False, False, False)",LEFT,-12.221872762843574
"('MOYEN', False, False, True, False, False, False, False, False)",RIGHT,-7.698579997015232
"('LOIN', False, False, True, False, False, False, False, False)",UP,-2.2
"('MOYEN', False, False, True, False, False, False, False, False)",LEFT,-7.2574872051419685
"('MOYEN', False, False, True, False, False, False, False, False)",DOWN,-2.2
"('LOIN', False, False, True, False, False, False, False, False)",RIGHT,-6.726066887833131
"('MOYEN', True, False, True, False, False, False, False, False)",RIGHT,-11.39237299725645
"('MOYEN', True, False, True, False, False, False, False, False)",LEFT,-12.207787096947945
"('MOYEN', False, False, True, False, False, False, False, False)",UP,-2.2
"('MOYEN', False, True, True, False, False, False, False, False)",UP,-4.311999999999999
"('MOYEN', False, True, True, False, False, False, False, False)",DOWN,-11.11959356262789
"('PROCHE', False, True, True, False, False, False, False, False)",DOWN,-2.2
"('PROCHE', False, True, False, False, False, False, False, False)",DOWN,-2.2
"('PROCHE', False, True, False, True, False, False, False, False)",UP,-2.2
"('MOYEN', False, True, False, True, False, False, False, False)",LEFT,-18.058691946684245
"('PROCHE', False, True, False, False, False, False, False, False)",UP,-3.9600000000000004
"('MOYEN', False, True, True, False, False, False, False, False)",RIGHT,-2.2
"('PROCHE', False, True, True, False, False, False, False, False)",UP,-2.2
"('PROCHE', False, True, False, True, False, False, False, False)",DOWN,-2.552
"('LOIN', True, False, False, False, False, False, False, False)",RIGHT,-6.33952
"('LOIN', True, False, False, False, False, False, False, False)",LEFT,-8.2859392
"('PROCHE', False, False, False, True, False, False, False, False)",UP,-2.2
"('PROCHE', False, False, False, True, False, False, False, False)",DOWN,3.6
"('LOIN', False, True, True, False, True, False, False, False)",LEFT,-13.375464959999999
"('LOIN', False, True, True, False, False, False, False, True)",UP,-8.448140800000001
"('LOIN', False, True, True, False, False, True, False, False)",DOWN,-8.276928
"('LOIN', False, True, True, False, False, True, False, False)",UP,-9.843074560000002
"('LOIN', False, True, True, False, False, True, False, False)",LEFT,-11.476336537599998
"('LOIN', False, True, True, False, False, False, False, True)",RIGHT,-10.154501631999999
"('MOYEN', False, True, False, False, False, False, False, False)",UP,-17.073233224958837
"('MOYEN', False, True, False, False, False, False, False, False)",LEFT,-7.883868370196234
"('MOYEN', False, True, False, False, False, False, False, False)",RIGHT,-4.311999999999999
"('MOYEN', False, True, False, False, False, False, False, False)",DOWN,-12.113292596836432
"('MOYEN', False, True, True, False, False, False, False, False)",LEFT,-7.280248258140021
"('PROCHE', True, False, False, True, False, False, False, False)",LEFT,-1.8800000000000001
"('LOIN', False, True, True, False, True, False, False, False)",RIGHT,-13.098640896000001
"('LOIN', False, True, True, False, False, False, True, False)",RIGHT,-10.0881792
"('LOIN', False, True, True, False, False, False, True, False)",UP,-12.4645407744
"('LOIN', False, True, True, False, False, True, False, False)",RIGHT,-9.8899328
"('LOIN', False, True, True, False, False, False, True, False)",LEFT,-9.843074560000002
"('LOIN', False, True, True, False, False, False, True, False)",DOWN,-9.790472220672
"('LOIN', False, True, True, False, False, False, False, True)",LEFT,-11.460765184
"('LOIN', False, True, True, False, False, False, False, True)",DOWN,-15.712459845632
"('LOIN', False, True, True, False, True, False, False, False)",DOWN,-15.473283854336001
"('LOIN', False, True, True, False, True, False, False, False)",UP,-16.08312357634048
"(False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, 'LOIN', False, True, False, True, False, False, False, False)",UP,-54.84932883065936
"(False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, 'LOIN', False, True, False, True, False, False, False, False)",DOWN,-54.84647105165284
"(False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, 'LOIN', False, True, False, True, False, False, False, False)",LEFT,-54.84995573739704
